Date	Open	High	Low	Close*	Adj Close**	Volume
Jan 03, 2017	1,241.96	1,255.45	1,241.96	1,252.11	1,252.11	-
Dec 30, 2016	1,247.41	1,249.56	1,239.02	1,241.66	1,241.66	-
Dec 29, 2016	1,247.45	1,249.96	1,244.67	1,247.23	1,247.23	-
Dec 28, 2016	1,258.35	1,259.54	1,246.97	1,247.43	1,247.43	-
Dec 27, 2016	1,255.40	1,260.88	1,255.40	1,258.17	1,258.17	-
Dec 23, 2016	1,253.34	1,255.27	1,252.62	1,255.27	1,255.27	-
Dec 22, 2016	1,256.14	1,256.14	1,250.86	1,253.43	1,253.43	-
Dec 21, 2016	1,259.75	1,259.81	1,256.35	1,256.35	1,256.35	-
Dec 20, 2016	1,254.92	1,260.50	1,254.92	1,259.58	1,259.58	-
Dec 19, 2016	1,252.54	1,257.52	1,252.48	1,254.84	1,254.84	-
Dec 16, 2016	1,254.49	1,257.46	1,250.07	1,252.21	1,252.21	-
Dec 15, 2016	1,249.62	1,259.79	1,249.62	1,254.16	1,254.16	-
Dec 14, 2016	1,259.69	1,262.11	1,247.02	1,249.45	1,249.45	-
Dec 13, 2016	1,252.62	1,263.08	1,252.62	1,260.06	1,260.06	-
Dec 12, 2016	1,254.55	1,256.87	1,249.93	1,252.42	1,252.42	-
Dec 09, 2016	1,248.73	1,254.77	1,248.73	1,254.65	1,254.65	-
Dec 08, 2016	1,245.08	1,251.27	1,243.14	1,248.23	1,248.23	-
Dec 07, 2016	1,228.97	1,245.05	1,227.30	1,244.87	1,244.87	-
Dec 06, 2016	1,224.37	1,229.32	1,222.91	1,229.10	1,229.10	-
